0,1986,121492000
1,1987,122091000
2,1988,122613000
3,1989,123116000
4,1990,123537000
5,1991,123921000
6,1992,124229000
7,1993,124536000
8,1994,124961000
9,1995,125439000
10,1996,125757000
11,1997,126057000
12,1998,126400000
13,1999,126631000
14,2000,126843000
